Sentence #,Word,Tag
,on,Other
,cvr,Other
Sentence: 2123,1p,Number of Poles
,80a,Amps
,277v,Other
,cb,Voltage Maximum
Sentence: 2124,cat5e,Category
,ptchcrd,Assembly Type
Sentence: 2125,600v,Other
,rcp,Number of Poles
Sentence: 2126,234va,Other
,tfm,Other
Sentence: 2127,intrfc,Type
,module,Type
Sentence: 2128,1.1kw,Other
,mtr,Type
Sentence: 2129,1/2,Trade Size
,emt/emt,Installation
,pull,Type
,el,Type
Sentence: 2130,enc,Other
,flange,Other
,kit,Type
Sentence: 2131,nema4x,NEMA
,ss,Material
,encl,Type
Sentence: 2132,7.5kw,Other
,cnctr,Type
Sentence: 2133,1/4,Drive
,dr,Type
,11mm,Other
,6pt,Point
,skt,Socket Depth
Sentence: 2134,200a,Other
,stak,Other
,mod,Other
Sentence: 2135,1/2,Size
,3/8,Size
,calb,Type
,arm,Type
,adp,Type
Sentence: 2136,neutral,Connector Type
,bar,Connector Type
Sentence: 2137,5in,Lamp Type
,shallow,Other
,housing,Other
Sentence: 2138,datacom,Other
,server,Other
,cab,Type
Sentence: 2139,2000rpm,Speed Rating
,mtr,Type
Sentence: 2140,man,Type
,mtr,Type
,ctrlr,Type
Sentence: 2141,4awg,Other
,fm,Other
,qk-loc,Other
,rcpt,Other
Sentence: 2142,nipple,Other
Sentence: 2143,1.5hp,Other
,drv,Type
Sentence: 2144,16in,Length
,cobra,Other
,plr,Other
Sentence: 2145,nm1,NEMA
,hng/sc,Other
,wwy,Other
Sentence: 2146,sz0,Size
,nma1,Other
,startr,Other
Sentence: 2147,cab,Type
,door,Type
Sentence: 2148,12-10,Other
,vnl,Other
,ring,Other
,term,Material
Sentence: 2149,a1,Other
,start-stp,Other
,pbtn,Other
Sentence: 2150,rduv,Type
,str,Type
Sentence: 2151,125v,Other
,rcp,Number of Poles
Sentence: 2152,ph-e,Other
,sen,Other
,det,Other
Sentence: 2153,3/4,Other
,1g,Other
,al,Material
,fdcc,Other
,box,Type
Sentence: 2154,10,Other
,240,Other
,insltd,Type
,nt-drvr,Type
Sentence: 2155,strtr,Other
,sz1,Size
,nma3r,Phase
,480v,Coil Voltage
Sentence: 2156,surface,Other
,mount,Other
,housing,Other
Sentence: 2157,3ph,Size
,man,Other
,oper,Other
,starter,Other
Sentence: 2158,3pos,Other
,1-univ,Other
,s-sw,Other
,stn,Other
Sentence: 2159,building,Other
,wire,Type
Sentence: 2160,term,Type
,module,Other
Sentence: 2161,2p,Number of Poles
,200a,Amps
,cb,Voltage Maximum
Sentence: 2162,6000rpm,Speed Rating
,mtr,Type
Sentence: 2163,3p,Number of Poles
,60a,Amps
,600v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 2164,25w,Watts
,lt,Type
,fx,Other
Sentence: 2165,lkg,Other
,dplx,Type
,rcpt-3p3w15a125v,Other
Sentence: 2166,terminal,Other
,lug,Type
Sentence: 2167,12-30ga,Other
,blade,Other
,set,Other
Sentence: 2168,3/4,Trade Size
,clamp,Other
,conn,Type
Sentence: 2169,red,Color
,m,Material
,prttv,Type
,cap,Type
Sentence: 2170,72a,Other
,iec,Other
,str,Type
Sentence: 2171,fs,Other
,box,Other
,gang,Other
,cover,Type
Sentence: 2172,12a,Other
,iec,Other
,str,Type
Sentence: 2173,conn-3p4w380/480v,Other
Sentence: 2174,wt,Type
,insulgrip,Number of Poles
,conn,Type
Sentence: 2175,dr250a,Other
,receptacle,Material
Sentence: 2176,3p,Number of Poles
,30a,Amps
,cb,Voltage Maximum
,encl,Other
Sentence: 2177,60hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 2178,208v,Other
,5hp,Other
,drv,Type
Sentence: 2179,3ph,Phase
,c-str,Other
Sentence: 2180,fs,Other
,combo,Other
,fvnrencl12-,Other
Sentence: 2181,grn,Other
,pb,Other
,stn-up,Other
Sentence: 2182,3p,Other
,100a,Other
,cnctr,Other
Sentence: 2183,1554j&k,Other
,stl,Material
,encl,Type
,pnl,Type
Sentence: 2184,15a,Other
,125v,Other
,receptacle,Other
Sentence: 2185,a3,Other
,selector,Other
,switch,Other
Sentence: 2186,30.5mm,Size
,blk,Color
,btn,Type
Sentence: 2187,camera,Use With
,clear,Use With
,dome,Type
Sentence: 2188,ph-e,Type
,sen,Type
Sentence: 2189,adh,Other
,line,Material
,tubing,Other
Sentence: 2190,240v4000wcst,Watts
,al,Grade
,elmhtr,Type
Sentence: 2191,panel,Type
,only,Other
Sentence: 2192,0.5a,Other
,output,Type
,mod,Type
Sentence: 2193,30.5mm,Size
,pb,Type
Sentence: 2194,30.5mm,Size
,ssw,Type
Sentence: 2195,1ph,Phase
,24v,Coil Voltage
,str,Type
Sentence: 2196,monitor,Other
,shelf,Type
Sentence: 2197,v12,Type
,sftwr,Other
Sentence: 2198,pls,Material
,enc,Type
Sentence: 2199,os,Other
,el,Other
,wht,Other
Sentence: 2200,pb,Type
Sentence: 2201,1-in,Other
,beam,Other
,clamp,Other
Sentence: 2202,network,Type
,camera,Type
Sentence: 2203,1554f&g,Other
,stl,Material
,encl,Type
,pnl,Type
Sentence: 2204,1/2dr.1-7/16,Other
,12pt,Point
,skt,Type
Sentence: 2205,1/0awg,Other
,sleeve,Connector Type
Sentence: 2206,1/2dr,Drive
,6pt,Point
,1/2,Drive
,skt,Socket Depth
Sentence: 2207,stl,Material
,dsc,Other
,encl,Type
Sentence: 2208,3p,Other
,50a,Other
,contactor,Type
Sentence: 2209,1500kcmil,Stud Holes
,lug,Other
Sentence: 2210,2awg,Stud Holes
,2hl,Stud Holes
,lug,Other
Sentence: 2211,solid,Type
,letr,Type
,legend:,Other
,b,Material
Sentence: 2212,1p,Other
,man,Other
,motor,Other
,starter,Other
Sentence: 2213,1-1/2,Other
,mall,Material
,coat,Material
,tb,Other
,bdy,Type
Sentence: 2214,n1,Other
,comb,Other
,starter,Other
Sentence: 2215,1g,Other
,pb,Other
,station,Other
Sentence: 2216,building,Cable Type
,wire,Cable Type
Sentence: 2217,1,Other
,0.182,Other
,slv,Other
Sentence: 2218,output,Other
,tfm,Other
Sentence: 2219,nema,Other
,cnctr,Type
Sentence: 2220,rduv,Type
,str,Type
Sentence: 2221,10a,Amps
,1200v,Voltage
,ac,Other
,fuse,Other
Sentence: 2222,nema12,Other
,hng,Other
,latch,Other
,encl,Type
Sentence: 2223,15.5,Voltage
,max,Other
,kv,Voltage
,clt,Other
,18,Amps
Sentence: 2224,grid,Type
,fstnr,Type
,pck,Other
,grnding,Other
Sentence: 2225,rev,Type
,mtr,Other
,str,Other
Sentence: 2226,3p,Number of Poles
,125a,Amps
,cb,Voltage Maximum
Sentence: 2227,3ph,Other
,man,Other
,oprtd,Other
,strtr,Other
Sentence: 2228,current,Type
,transformer,Type
Sentence: 2229,#6,Other
,ring,Other
,term,Other
Sentence: 2230,3r,NEMA
,18,Height
,4,Depth
,scr,Type
,cvr,NEMA
Sentence: 2231,23,Other
,84,Other
,relay,Color
,rack,Type
Sentence: 2232,30.5mm,Size
,pb,Type
Sentence: 2233,20a,Amps
,120/277vac,Voltage
,iv,Color
,sw,Type
Sentence: 2234,30a,Other
,600v,Other
,ltg,Other
,cnctr,Other
Sentence: 2235,5a3-250vac,Other
,con,Material
,twstlck,Color
Sentence: 2236,1.5,Label Width
,0.335,Other
,slv,Other
Sentence: 2237,3p,Number of Poles
,350a600v,Other
,cb,Other
Sentence: 2238,3p,Phase
,240v,Coil Voltage
,iec,Other
,starter,Type
Sentence: 2239,3000rpm,Speed Rating
,mtr,Type
Sentence: 2240,3g,Other
,shal,Other
,sw&rcpt,Other
,box,Other
Sentence: 2241,xdcr,Type
,mounting,Type
,bracket,Type
Sentence: 2242,3/8,Drive
,6pt,Point
,3/8dr,Drive
,std,Material
,imp,Type
,skt,Type
Sentence: 2243,25kvar,Other
,capbk,Type
Sentence: 2244,#150,Other
,cart,Other
,weld,Type
,mtl,Other
Sentence: 2245,30.5m,Size
,pb,Type
Sentence: 2246,port,Material
,thrm,Other
,label,Other
Sentence: 2247,6in,Other
,r-ag,Type
,ros,Other
,w/pol,Other
,acy,Other
Sentence: 2248,1000rpm,Other
,mtr,Type
Sentence: 2249,lkg,Other
,plug-nema,Number of Poles
,l12-20p,NEMA
Sentence: 2250,audio,Type
,transformer,Type
Sentence: 2251,36m,Length
,cable,Other
Sentence: 2252,power,Other
,supply,Other
,choke,Other
Sentence: 2253,3pos,Other
,30.5mm,Size
,ssw,Type
Sentence: 2254,7.5hp,Other
,drv,Type
Sentence: 2255,2pos,Other
,red,Color
,pb,Type
,oper,Type
Sentence: 2256,2000rpm,Speed Rating
,mtr,Type
Sentence: 2257,hmcp,Number of Poles
,3p,Number of Poles
,lh,Other
,ll,Other
,lug,Other
Sentence: 2258,3ph,Phase
,24v,Coil Voltage
,str,Type
Sentence: 2259,3p,Number of Poles
,400a,Amps
,cb,Voltage Maximum
Sentence: 2260,120v,Other
,indg,Other
,lt,Other
,lamp,Type
Sentence: 2261,rf,Other
,choke,Other
Sentence: 2262,camera,Type
,clear,Type
,dome,Type
Sentence: 2263,hmi,Type
,panel,Other
,pc,Other
Sentence: 2264,480v,Coil Voltage
,n12,Other
,str,Overload Relay
Sentence: 2265,torque,Other
,reel,Other
Sentence: 2266,1g,Other
,receptacle,Other
,wallplate,Other
Sentence: 2267,2-1/16,Drive Size
,box,Type
,end,Type
,head,Type
Sentence: 2268,3ph,Phase
,c-str,Other
Sentence: 2269,30hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 2270,1lt,Other
,29w,Watts
,fixture,Type
Sentence: 2271,11mm,Drive Size
,wrench,Type
Sentence: 2272,24v,Other
,soft,Other
,str,Other
Sentence: 2273,p-panel,Type
Sentence: 2274,sp,Other
,150a,Amps
,fem,Type
,plug,Type
Sentence: 2275,2-1/2,Trade Size
,rght,Other
,angle,Other
,clmp,Other
Sentence: 2276,3p,Number of Poles
,1400a,Amps
,65ka,Other
,c/b,Voltage Maximum
Sentence: 2277,3w-4p,Other
,plug,Number of Poles
Sentence: 2278,fan,Type
,forced,Type
,wall,Type
,htr,Color
Sentence: 2279,4-6.3a,Phase
,ctrlr,Type
Sentence: 2280,1.5va,Other
,ct,Other
Sentence: 2281,1-1/4,Other
,8,Other
,raceway,Other
,p/ft,Other
Sentence: 2282,5.0kva,Other
,tfmr,Type
Sentence: 2283,0.375,Other
,1,Label Width
,lbl,Other
Sentence: 2284,3p,Number of Poles
,100a,Amps
,600v,Voltage Maximum
,c/b,Voltage Maximum
Sentence: 2285,cable,Other
Sentence: 2286,0.75in,Label Width
,slv,Other
Sentence: 2287,pwr,Type
,cbl,Other
Sentence: 2288,1-1000w,Other
,240/277,Voltage
,bal,Other
Sentence: 2289,ins,Other
,hndlamp&50ft16/3,Lamp Type
Sentence: 2290,open,Type
,end,Type
,wrench,Type
Sentence: 2291,3p,Other
,600a,Other
,cb,Other
Sentence: 2292,building,Cable Type
,wire,Cable Type
Sentence: 2293,fvnr,Other
,comb,Other
,sz2,Size
,n12,Coil Voltage
Sentence: 2294,ctr,Other
,opn,Other
,ss,Material
,reducer,Type
Sentence: 2295,brake&solenoid,Other
Sentence: 2296,50ft,Length
,cord,Type
,set,Type
Sentence: 2297,1750rpm,Other
,mtr,Type
Sentence: 2298,45kva,Other
,tfm,Other
Sentence: 2299,3/0awg,Other
,conn,Connector Type
Sentence: 2300,power,Other
,cable,Other
Sentence: 2301,10a,Other
,250v,Voltage
,rkrsw,Type
Sentence: 2302,15,Other
,amp,Other
,power,Other
,block,Other
Sentence: 2303,2in,Label Width
,yel,Color
,slv,Other
Sentence: 2304,5.91,Depth
,3.94,Width
,2.36,Height
,enc,Type
Sentence: 2305,50in,Size
,tp,Other
,chest,Type
Sentence: 2306,2-in,Other
,cond,Other
,hgr,Other
,w/bolt,Installation
Sentence: 2307,1in,Other
,conduit,Type
,fastener,Type
Sentence: 2308,3/8dr,Drive Size
,13mm,Other
,crwft,Type
,wrn,Type
Sentence: 2309,3p,Other
,250v,Voltage
,toggle,Other
,sw,Type
Sentence: 2310,rduv,Type
,str,Type
Sentence: 2311,enclosure,Other
,kit,Other
Sentence: 2312,9a,Other
,iec,Other
,str,Type
Sentence: 2313,20/9c,Conductor Count
,unshld,Other
,cb,Type
Sentence: 2314,3/8,Drive
,10pc,Other
,skt,Other
,st,Material
Sentence: 2315,scr,Other
,con,Type
,gnd,Other
,term,Type
,blok,Type
Sentence: 2316,alum,Material
,mech,Other
,conn,Type
,kit,Other
Sentence: 2317,signal,Voltage
,cable,Voltage
Sentence: 2318,duplex,Other
,ptchcrd,Type
Sentence: 2319,adapter,Other
,frame,Other
Sentence: 2320,3p,Number of Poles
,400a,Amps
,cb,Voltage Maximum
Sentence: 2321,n12,Other
,comb,Other
,starter,Other
Sentence: 2322,4,Other
,oct,Other
,1-1/2d,Depth
,box,Other
Sentence: 2323,ac,Other
,drive,Other
Sentence: 2324,multi-pole,Other
,relay,Type
Sentence: 2325,3000rpm,Speed Rating
,mtr,Type
Sentence: 2326,350mcm,Other
,split,Installation
,bolt,Installation
,conn,Type
Sentence: 2327,4/0awg,Other
,cop,Conductor Type
,crimp,Type
,conn,Material
Sentence: 2328,8.3,Voltage
,max,Other
,kv,Voltage
,cxn,Other
,20,Amps
Sentence: 2329,pin&slv,Other
,back,Other
,box,Other
Sentence: 2330,sat,Other
,al,Other
,opn,Other
,trm,Other
Sentence: 2331,1indr,Drive
,1-15/16,Point
,6pt,Point
,skt,Socket Depth
Sentence: 2332,20a,Other
,125v,Other
,dpl,Material
,rcpt,Other
Sentence: 2333,2p,Number of Poles
,800a,Amps
,65ka,Other
,c/b,Voltage Maximum
Sentence: 2334,28awg,Other
,hkup,Type
,wire,Type
Sentence: 2335,3-12a,Phase
,n4ss,Other
,480v,Coil Voltage
,str,Type
Sentence: 2336,2gb,Other
,pnl,Other
,pc,Other
Sentence: 2337,6in,Other
,grinder,Type
Sentence: 2338,3p,Number of Poles
,400a,Amps
,cb,Voltage Maximum
,enc,Type
Sentence: 2339,surface,Other
,cover,Other
,assembly,Other
Sentence: 2340,nut,Type
,driver,Type
Sentence: 2341,6/cs,Other
,fas,Other
,roller,Type
Sentence: 2342,4500rpm,Speed Rating
,mtr,Type
Sentence: 2343,met,Other
,pk,Other
,ln,Other
,lug,Other
,kt,Other
Sentence: 2344,4in,Trade Size
,type-c,Other
,pvc,Other
,ftg,Other
Sentence: 2345,flr,Type
,box,Other
,cvr,Other
,kit,Other
Sentence: 2346,12/4,Other
,sow,Other
,30ft,Length
,reel,Type
Sentence: 2347,1indr,Other
,1in,Other
,6pt,Point
,skt,Type
Sentence: 2348,drill,Other
,bit,Other
,set,Other
Sentence: 2349,enclosure,Other
,divider,Other
Sentence: 2350,fiber,Type
,optic,Type
,cable,Type
Sentence: 2351,1p,Other
,power,Other
,block,Other
,line,Other
Sentence: 2352,10.5kw,Other
,mtr,Type
Sentence: 2353,1pc,Other
,hex,Type
,key,Type
,wrn,Other
,set,Type
Sentence: 2354,3/8dr,Drive
,12mm,Other
,turbosocket,Type
Sentence: 2355,2gb,Other
,cmptr,Type
Sentence: 2356,3p,Other
,400a,Other
,cb,Other
Sentence: 2357,3p-240v-25a,Number of Poles
,cb,Other
Sentence: 2358,clamping,Type
,nut,Type
,kit,Other
Sentence: 2359,wht,Other
,adj,Other
,eyeball,Other
,trim,Type
Sentence: 2360,4500rpm,Speed Rating
,mtr,Type
Sentence: 2361,enc,Type
Sentence: 2362,1ph,Phase
,480v,Coil Voltage
,str,Type
Sentence: 2363,777mcm,Other
,flared,Material
,lug,Other
Sentence: 2364,5m,Assembly Type
,ptchcrd,Assembly Type
Sentence: 2365,al,Material
,enc,Type
Sentence: 2366,4in,Other
,cond,Other
,hgr,Other
,w/bolt,Installation
Sentence: 2367,mtr,Type
,inductor,Type
Sentence: 2368,220v,Coil Voltage
,cnctr,Type
Sentence: 2369,pls,Type
,barrier,Other
,strip,Type
,splice,Type
Sentence: 2370,4-in,Other
,sq,Other
,shnk,Other
,screwdrvr,Type
Sentence: 2371,30-200ft,Other
,lb,Other
,wrn,Type
,set,Type
Sentence: 2372,150kva,Other
,tfm,Other
Sentence: 2373,48in,Height
,pnlbd,Other
,box,Other
Sentence: 2374,n1,Other
,comb,Other
,starter,Other
Sentence: 2375,10ft,Other
,flex,Other
,shft,Other
Sentence: 2376,40hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 2377,dplx,Type
,rcpt,Other
,kit,Other
Sentence: 2378,1-1/2dr,Drive
,8in,Other
,6pt,Point
,skt,Type
Sentence: 2379,sleeve,Type
,anchor,Type
Sentence: 2380,l-sw,Other
,oper,Other
,clamp,Other
Sentence: 2381,1/2hub,Other
,lb,Other
,cond,Application
,body,Type
Sentence: 2382,15a,Amps
,120/277v,Voltage
,sp-tgl,Other
,sw,Type
Sentence: 2383,cntl,Type
,cabinet,Type
Sentence: 2384,nema,Other
,mag,Type
,cntctr,Type
Sentence: 2385,mtrd,Other
,pop,Other
Sentence: 2386,6mm,Size
,hex,Type
,key,Type
Sentence: 2387,databridge,Type
Sentence: 2388,60a,Other
,rcp,Number of Poles
Sentence: 2389,80a,Other
,460v,Coil Voltage
,starter,Type
Sentence: 2390,30.5mm,Size
,ssw,Type
Sentence: 2391,sz1.75,Other
,nma1,Other
,str,Overload Relay
Sentence: 2392,bare,Other
,copper,Type
,wire,Other
Sentence: 2393,7/16,Diameter
,12,Length
,hmr,Other
,drl,Other
,bit,Other
Sentence: 2394,4500rpm,Speed Rating
,mtr,Type
Sentence: 2395,super-e,Other
,premium,Other
,motor,Type
Sentence: 2396,sz1.75,Other
,nm4ss,Other
,str,Overload Relay
Sentence: 2397,contactor,Other
Sentence: 2398,.75,Other
,o/t,Other
,hole,Other
,seal,Other
Sentence: 2399,10hp,3 Phase Drive Horsepower Rating
,ac,Other
,drv,Type
Sentence: 2400,mag,Type
,switch,Other
,contact,Type
Sentence: 2401,10pk,Other
,gothic,Type
,blk,Other
,letr,Type
Sentence: 2402,sz2.5,Size
,h/d,Other
,cnctr,Type
Sentence: 2403,1/2dr,Drive
,15/16,Other
,8pt,Point
,std,Material
,skt,Type
Sentence: 2404,3p,Other
,480v,Coil Voltage
,cnctr,Type
Sentence: 2405,combo,Other
,fvnr,Other
,sz,Coil Voltage
,3encl1,Phase
Sentence: 2406,12pt,Other
,9mm,Drive Size
,comb,Type
,wrn,Type
Sentence: 2407,signal,Type
,cable,Other
Sentence: 2408,nicd/nimh/li-ion,Other
,chgr,Other
Sentence: 2409,rduv,Type
,str,Type
Sentence: 2410,3ph,Phase
,c-str,Other
Sentence: 2411,sen,Assembly Type
,conn,Other
,cbl,Other
Sentence: 2412,1/8-1/4,Other
,cable,Type
,clip,Other
Sentence: 2413,35a,Amps
,semicond,Other
,fuse,Other
Sentence: 2414,60a,Other
,rcp,Number of Poles
Sentence: 2415,119pc,Other
,maint,Type
,svc,Type
,set,Type
Sentence: 2416,5a,Other
,265v,Other
,met,Assembly Type
Sentence: 2417,120v,Voltage
,yel,Other
,ill,Type
,pb,Type
Sentence: 2418,200-208v,Coil Voltage
,starter,Type
Sentence: 2419,30.5mm,Size
,ssw,Type
Sentence: 2420,rduv,Type
,str,Type
Sentence: 2421,160ka,Other
,spdev,Type
Sentence: 2422,3/4,Other
,alum,Material
,hsg,Other
Sentence: 2423,blnk,Other
,ctrl,Other
,stn,Other
,repl,Other
,cover,Other
Sentence: 2424,1-in,Trade Size
,45d,Other
,female,Other
,ell,Material
Sentence: 2425,multitest,Type
,prmr,Type
,calbn,Type
,sys,Type
Sentence: 2426,3ph,Phase
,c-str,Other
Sentence: 2427,fs,Other
,nema,Other
,fvnr,Other
,sz,Coil Voltage
,3enc,Phase
Sentence: 2428,30mm,Size
,24v,Voltage
,pb,Type
Sentence: 2429,1/2,Drive
,13,Other
,mpct,Type
,skt,Socket Depth
Sentence: 2430,33.00,Other
,13,Other
,nma,Type
,panel,Other
Sentence: 2431,5h,Other
,3corner,Other
,angle,Other
,conn,Other
Sentence: 2432,signal,Voltage
,cable,Voltage
Sentence: 2433,10-16a,Other
,ctrlr,Type
Sentence: 2434,sq-drv,Other
,screw,Other
Sentence: 2435,stacklight,Other
,alarm,Other
,mono-t,Other
Sentence: 2436,25-100a,Other
,n1,Coil Voltage
,120v,Coil Voltage
,str,Type
Sentence: 2437,21m,Length
,pwr,Type
,cbl,Other
Sentence: 2438,22,Other
,1/2,Drive
,6pnt,Point
,dp,Socket Depth
,impct,Type
,skt,Type
Sentence: 2439,4.25in,Length
,pilot,Type
,drill,Type
Sentence: 2440,2p,Number of Poles
,250a,Amps
,ckt,Other
,brkr,Type
Sentence: 2441,3ph,Other
,277v,Coil Voltage
,cnctr,Type
Sentence: 2442,3/8,Other
,drill,Other
,chuck,Other
Sentence: 2443,fs,Other
,combo,Other
,fvnr,Other
,encl1,Other
Sentence: 2444,3/8,Trade Size
,mall1scr,Material
,flx/bx,Other
,conn,Type
Sentence: 2445,heater,Other
,element,Other
Sentence: 2446,ss,Material
,wl-mt,Other
,encl,Type
Sentence: 2447,pwr,Other
,olet,Other
,ped,Other
Sentence: 2448,server,Other
,cab,Type
,door,Type
Sentence: 2449,2p,Number of Poles
,125a,Amps
,480v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 2450,building,Cable Type
,wire,Cable Type
Sentence: 2451,ltchd,Type
,cnctr,Type
,rly,Type
Sentence: 2452,computer,Type
Sentence: 2453,12u,Other
,24,Height
,15,Depth
,dr,Other
Sentence: 2454,20,Height
,16,Width
,12,NEMA
,plystr,Material
,encl,Type
Sentence: 2455,50hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 2456,23in,Other
,cop,Material
,ground,Connector Type
,bar,Connector Type
Sentence: 2457,24v,Other
,cnctr,Type
,relay,Type
Sentence: 2458,network,Type
,camera,Type
Sentence: 2459,1ph,Other
,240v,Other
,cnctr,Type
Sentence: 2460,4way20a277v,Amps
,ac,Other
,sw,Type
Sentence: 2461,1500rpm,Speed Rating
,mtr,Type
Sentence: 2462,10m,Length
,pwr,Other
,cbl,Other
Sentence: 2463,sp,Other
,35a,Amps
,120v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 2464,1500rpm,Speed Rating
,mtr,Type
Sentence: 2465,400v,Other
,load,Overload Relay
,fdr,Other
Sentence: 2466,building,Cable Type
,wire,Cable Type
Sentence: 2467,36in,Other
,base,Type
,cover,Type
Sentence: 2468,56.4m,Length
,cbl,Other
Sentence: 2469,galv,Other
,hole,Other
,chnl,Type
Sentence: 2470,3/8,Drive Size
,13,Drive Size
,crwft,Type
,wrn,Type
Sentence: 2471,1-7/8,Other
,nut,Type
,driver,Type
Sentence: 2472,4a,Amps
,300v,Voltage
,pvc,Cable Type
,cbl,Other
,asy,Other
Sentence: 2473,fs,Other
,nema,Other
,sz,Coil Voltage
,3,Other
,encl,Other
Sentence: 2474,cb,Other
,flexible,Other
,shaft,Other
Sentence: 2475,handle,Type
Sentence: 2476,12in,Diameter
,wire,Type
,brush,Type
Sentence: 2477,24in,Length
,box,Other
,level,Type
Sentence: 2478,ground,Connector Type
,clamp&1/2hub,Installation
Sentence: 2479,nema4x,NEMA
,ss,Other
,wireway,Other
,end,Other
Sentence: 2480,instrument,Other
,enclosure,Type
Sentence: 2481,signal,Voltage
,cable,Voltage
Sentence: 2482,6,Other
,sc,Other
,bl,Color
,fbr,Other
,cart,Other
Sentence: 2483,wire,Other
,mrkr,Other
,slv,Other
Sentence: 2484,3000rpm,Speed Rating
,mtr,Type
Sentence: 2485,54mm,Other
,ss,Other
,relay,Other
Sentence: 2486,comm,Type
,brd,Other
,cbl,Type
,shld,Other
Sentence: 2487,pdu,Other
Sentence: 2488,3/8,Drive
,18,Other
,mpct,Type
,skt,Socket Depth
Sentence: 2489,sol,Other
,no,Other
,legend:,Legend - Number
,384,Legend - Number
Sentence: 2490,conn-3p4w100a600v,Other
Sentence: 2491,signal,Type
,cable,Other
Sentence: 2492,sen,Assembly Type
,conn,Other
,cbl,Other
Sentence: 2493,2g,Other
,fse-box,Other
Sentence: 2494,30kva,Other
,tfm,Other
Sentence: 2495,5lt,Material
,cand,Lamp Type
,chandelier,Type
Sentence: 2496,3/8,Other
,alum,Material
,str,Other
,cord,Type
,conn,Type
Sentence: 2497,8,Other
,3/4,Length
,pan,Other
,hd,Other
,phil,Drive
,scr,Type
Sentence: 2498,elec,Other
,ballast,Other
Sentence: 2499,1.6a,Other
,mtr,Type
,ctrlr,Type
Sentence: 2500,key,Type
,for,Other
,lcking,Other
,switches,Other
Sentence: 2501,potentiometer,Type
Sentence: 2502,15kva,Other
,tfm,Other
Sentence: 2503,4p,Other
,str,Other
,fm,Other
,crdst,Assembly Type
Sentence: 2504,208v,Coil Voltage
,n1,Other
,str,Overload Relay
Sentence: 2505,1-1/2,Other
,emt,Other
,shoe,Type
Sentence: 2506,network,Type
,camera,Type
Sentence: 2507,120vac,Other
,horn,Other
,grille,Other
Sentence: 2508,145a460v,Other
,sftstr,Other
Sentence: 2509,17mm,Drive Size
,12pt,Other
,comb,Type
,wrench,Type
Sentence: 2510,1/4,Drive Size
,cmbo,Type
,wrn,Type
Sentence: 2511,3/8,Size
,5000,Other
,u,Type
,stpl,Type
,hd,Other
Sentence: 2512,7.9,Other
,12.6,Other
,4.7,NEMA
,encl,Type
Sentence: 2513,limit,Type
,switch,Type
Sentence: 2514,16,Height
,12,NEMA
,8in,Other
,encl,Type
Sentence: 2515,20a/3py277/480,Other
,slv,Type
,pin,Type
Sentence: 2516,s/d,Other
,set,Type
Sentence: 2517,60a,Other
,rcp,Number of Poles
Sentence: 2518,3p,Number of Poles
,50a,Amps
,480v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 2519,2000rpm,Other
,mtr,Type
Sentence: 2520,72m,Length
,sig,Type
,cbl,Other
Sentence: 2521,20hp,3 Phase Drive Horsepower Rating
,ac,Other
,drv,Type
Sentence: 2522,nm4x,NEMA
,1-dr,Other
,encl,Type
Sentence: 2523,hd,Type
,plug-in,Other
,l-sw,Other
Sentence: 2524,1/2,Trade Size
,90d,Other
,l/t,Other
,conn,Type
Sentence: 2525,bandsaw,Other
,bld,Other
Sentence: 2526,4500rpm,Speed Rating
,mtr,Type
Sentence: 2527,sz0,Size
,24v,Coil Voltage
,cnctr,Type
Sentence: 2528,24,Voltage
,3p,Other
,grn,Other
,il,Other
,p/pl,Other
Sentence: 2529,building,Cable Type
,wire,Cable Type
Sentence: 2530,4w-4p,Other
,rcpt,Other
Sentence: 2531,40hp,3 Phase Drive Horsepower Rating
,ac,Other
,drv,Type
Sentence: 2532,30m,Length
,cable,Other
Sentence: 2533,loadcenter,Other
,cover,Other
Sentence: 2534,pls,Other
,enc,Type
Sentence: 2535,power,Type
,cable,Other
Sentence: 2536,heat,Other
,shrnk,Other
,tubing,Other
Sentence: 2537,2-in,Trade Size
,fem/male,Other
,ell,Material
Sentence: 2538,power,Type
,cable,Other
Sentence: 2539,30mm,Size
,pb,Type
Sentence: 2540,1.25-1.49in,Other
,grip,Type
Sentence: 2541,saw,Type
,bare,Other
,tool,Other
Sentence: 2542,sftwr,Other
Sentence: 2543,cu,Other
,conn,Type
,kit-24cct,Other
Sentence: 2544,service,Other
,entrance,Color
,cable,Other
Sentence: 2545,32va,Other
,tfm,Other
Sentence: 2546,pb&relay,Other
,accessory,Other
Sentence: 2547,60a,Other
,rcp,Number of Poles
Sentence: 2548,#1awg,Other
,term,Type
,kit,Type
Sentence: 2549,90deg,Other
,elbow,Other
,coupling,Other
Sentence: 2550,ltg,Coil Voltage
,cont,Other
,20a,Other
,24v,Coil Voltage
,4p,Other
Sentence: 2551,enc,Other
,subpanel,Type
